customer_id,gender,is_urban,is_married,has_chidren,period,housing_service,get_multi_bonus,web_stability_problem,online_guide_service,is_member,sales_support,pay_after_try,installment_pay,member_type,is_vip,pay_method,avg_month_consumption,total_consumption,is_warning_loss,supplier
2984-AFWNC,Female,0,No,No,3,Yes,No,No,Yes,No,No,Yes,Yes,Month,No,PayPal,95.4,293.15,No,Starlink
0640-YJTPY,Male,0,Yes,Yes,72,Yes,No,other,other,other,other,other,other,Two year,No,Visa,21.0,1493.75,No,AT&T
8096-LOIST,Female,0,No,No,19,Yes,No,No,No,No,No,No,Yes,Month,Yes,PayPal,56.2,1093.4,No,AT&T
9764-REAFF,Female,0,Yes,No,59,Yes,No,other,other,other,other,other,other,Two year,No,Visa,18.4,1057.85,No,Verizon
3703-VAVCL,Male,0,Yes,Yes,2,Yes,No,No,No,Yes,Yes,No,Yes,Month,No,Mastercard,90.0,190.05,Yes,Xfinity
7107-UBYKY,Female,0,Yes,Yes,35,Yes,Yes,other,other,other,other,other,other,Month,Yes,PayPal,25.75,882.55,No,Xfinity
4881-GQJTW,Male,0,No,No,14,Yes,No,other,other,other,other,other,other,Month,No,Mastercard,19.6,300.4,No,T-Mobile
8519-QJGJD,Female,0,No,No,14,Yes,No,No,No,Yes,No,No,No,Month,No,PayPal,75.35,1025.95,Yes,Starlink
7876-DNYAP,Female,0,Yes,Yes,69,Yes,No,other,other,other,other,other,other,Two year,No,Mastercard,19.8,1436.95,No,T-Mobile
7905-NJMXS,Male,1,Yes,No,7,Yes,Yes,Yes,Yes,No,Yes,No,No,Month,No,PayPal,64.2,475,No,Verizon
2882-WDTBA,Male,0,Yes,Yes,69,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Visa,75.75,5388.15,No,Xfinity
2091-GPPIQ,Female,0,Yes,Yes,72,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two year,Yes,PayPal,78.95,5730.15,No,Verizon
6326-MTTXK,Male,0,No,No,8,Yes,Yes,No,Yes,No,No,Yes,Yes,Month,No,PayPal,100.85,819.55,Yes,HughesNet
5071-FBJFS,Female,0,Yes,Yes,4,Yes,No,Yes,No,No,No,No,No,Month,No,PayPal,50.3,217.1,No,Xfinity
2796-UUZZO,Male,0,Yes,Yes,63,Yes,No,No,Yes,Yes,No,No,No,Month,Yes,Mastercard,80.3,4896.35,No,HughesNet
2429-AYKKO,Male,0,No,No,72,Yes,No,other,other,other,other,other,other,Two year,No,Visa,19.85,1434.1,No,HughesNet
9798-OPFEM,Female,0,No,No,46,Yes,No,other,other,other,other,other,other,Two year,Yes,PayPal,21.1,937.1,No,Verizon
0330-IVZHA,Female,0,Yes,No,5,Yes,No,No,No,No,No,No,No,Month,No,PayPal,69.95,330.15,Yes,HughesNet
3794-NFNCH,Male,0,Yes,No,30,Yes,No,No,No,Yes,No,No,No,Month,Yes,Venmo,50.0,1474.9,No,Xfinity
5193-QLVZB,Male,0,No,No,63,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Visa,104.75,6536.5,No,Verizon
7114-AEOZE,Female,0,No,No,60,Yes,No,other,other,other,other,other,other,Two year,No,Visa,19.85,1128.1,No,Verizon
2886-KEFUM,Female,0,Yes,No,63,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,PayPal,107.5,6873.75,Yes,T-Mobile
5522-NYKPB,Male,0,Yes,Yes,25,Yes,No,No,No,No,Yes,Yes,No,Month,No,PayPal,85.9,2199.05,No,Xfinity
4237-RLAQD,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Month,Yes,Venmo,45.85,45.85,Yes,HughesNet
9957-YODKZ,Male,1,Yes,No,6,Yes,Yes,No,No,Yes,No,No,No,Month,Yes,PayPal,80.8,457.1,No,Xfinity
6518-KZXCB,Male,0,No,No,22,Yes,Yes,other,other,other,other,other,other,Two year,No,Venmo,25.25,566.5,No,HughesNet
2245-ADZFJ,Female,0,Yes,Yes,31,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two year,No,Visa,80.55,2471.6,No,Xfinity
7776-QGYJC,Female,0,Yes,Yes,39,Yes,No,No,No,Yes,Yes,No,No,Month,Yes,Visa,81.5,3107.3,No,AT&T
9313-QOLTZ,Male,0,No,No,26,Yes,No,other,other,other,other,other,other,Month,No,Venmo,20.9,518.3,No,AT&T
9651-GTSAQ,Female,0,Yes,No,53,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Visa,106.1,5769.75,Yes,Xfinity
3186-BAXNB,Female,0,No,No,1,Yes,No,No,Yes,No,Yes,Yes,No,Month,No,PayPal,91.7,91.7,Yes,T-Mobile
4672-FOTSD,Male,0,No,No,12,Yes,Yes,Yes,Yes,No,Yes,No,No,Month,Yes,PayPal,67.25,832.3,No,Starlink
0637-YLETY,Female,0,No,No,16,Yes,Yes,No,Yes,Yes,No,No,Yes,Month,Yes,Mastercard,95.6,1555.65,Yes,Starlink
9818-XQCUV,Female,0,No,No,2,Yes,No,other,other,other,other,other,other,Month,No,Venmo,20.35,45.3,No,HughesNet
7338-ERIVA,Male,0,No,Yes,39,No,other,Yes,No,No,Yes,Yes,No,One year,No,Visa,45.05,1790.6,No,HughesNet
1157-BQCUW,Male,0,No,No,1,Yes,Yes,No,No,No,No,No,No,Month,Yes,PayPal,74.95,74.95,Yes,AT&T
8259-NFJTV,Female,0,Yes,Yes,7,No,other,Yes,No,No,Yes,No,No,Month,No,Venmo,34.65,246.6,No,Xfinity
3223-DWFIO,Male,1,No,No,4,Yes,No,No,No,No,No,No,No,Month,No,PayPal,69.35,261.65,No,Starlink
2660-EMUBI,Male,1,No,No,10,Yes,Yes,No,No,No,No,Yes,Yes,Month,Yes,PayPal,95.35,898.35,Yes,Starlink
6968-GMKPR,Female,0,No,No,55,Yes,No,No,Yes,Yes,No,No,No,Month,Yes,PayPal,81.55,4509.5,No,Verizon
4751-ERMAN,Male,0,Yes,Yes,72,Yes,No,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Visa,75.4,5480.25,No,Starlink
1436-ZMJAN,Female,0,Yes,No,10,Yes,No,No,No,Yes,No,Yes,Yes,Month,Yes,Mastercard,67.8,653.15,No,Xfinity
3292-PBZEJ,Male,1,No,No,11,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month,Yes,PayPal,111.4,1183.05,No,Xfinity
0799-DDIHE,Female,0,Yes,Yes,15,Yes,No,No,No,No,No,No,No,Month,No,PayPal,46.3,639.45,No,Starlink
3070-FNFZQ,Female,0,Yes,Yes,23,Yes,No,other,other,other,other,other,other,Two year,No,Visa,20.4,478.75,No,Verizon
2812-SFXMJ,Male,0,No,Yes,1,Yes,No,other,other,other,other,other,other,Month,No,Venmo,20.05,20.05,No,AT&T
7675-OZCZG,Female,1,No,No,3,Yes,No,No,No,No,No,No,No,Month,No,PayPal,45.0,127.1,Yes,Verizon
5014-WUQMG,Male,0,Yes,Yes,47,Yes,No,Yes,Yes,Yes,No,No,Yes,One year,Yes,PayPal,96.1,4391.45,No,AT&T
5312-TSZVC,Female,0,No,Yes,15,Yes,No,other,other,other,other,other,other,One year,No,Venmo,19.65,270.6,No,T-Mobile
2003-CKLOR,Male,0,No,No,66,Yes,No,No,Yes,Yes,No,Yes,Yes,Month,No,PayPal,99.5,6710.5,Yes,Verizon
0993-OSGPT,Female,1,Yes,No,68,Yes,No,No,Yes,Yes,Yes,No,No,One year,Yes,Visa,60.65,3975.9,No,Xfinity
9254-RBFON,Female,0,Yes,Yes,17,Yes,No,No,No,Yes,Yes,Yes,Yes,One year,No,Visa,98.6,1704.95,Yes,AT&T
1205-WNWPJ,Female,0,No,No,7,Yes,No,No,No,No,Yes,Yes,No,Month,Yes,Venmo,59.5,415.95,Yes,T-Mobile
9391-EOYLI,Male,1,Yes,No,12,Yes,No,No,No,No,No,No,Yes,Month,Yes,PayPal,80.45,950.2,Yes,AT&T
7108-DGVUU,Female,1,Yes,No,21,Yes,Yes,No,Yes,Yes,No,No,Yes,One year,No,Visa,71.7,1497.05,No,HughesNet
2782-JEEBU,Male,0,No,No,21,No,other,No,Yes,No,Yes,No,No,Month,Yes,Venmo,36.0,780.15,No,Starlink
5127-BZENZ,Female,0,Yes,Yes,56,Yes,Yes,Yes,No,No,No,Yes,No,One year,No,Visa,65.2,3512.15,No,Verizon
2720-FVBQP,Female,0,Yes,Yes,6,Yes,Yes,No,No,No,No,No,No,Month,Yes,Mastercard,48.95,273.25,No,Verizon
9906-NHHVC,Female,1,No,No,65,No,other,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Visa,53.5,3517.9,No,Xfinity
4522-XRWWI,Male,0,Yes,No,42,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One year,No,Mastercard,80.45,3375.9,No,AT&T
3766-EJLFL,Female,0,Yes,Yes,68,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Visa,109.05,7508.55,No,T-Mobile
5939-SXWHM,Male,0,Yes,Yes,48,Yes,Yes,other,other,other,other,other,other,Two year,No,Visa,26.3,1245.05,No,Starlink
8152-UOBNY,Female,1,No,No,50,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One year,Yes,PayPal,106.8,5347.95,No,Verizon
7351-KYHQH,Female,1,No,No,7,Yes,No,No,Yes,Yes,No,Yes,No,Month,Yes,PayPal,64.95,493.65,No,T-Mobile
7643-RCHXS,Female,0,Yes,Yes,63,Yes,No,other,other,other,other,other,other,Two year,No,PayPal,19.35,1263.85,No,AT&T
8246-SHFGA,Male,0,No,No,17,Yes,No,other,other,other,other,other,other,Month,No,Mastercard,21.1,385.55,No,Starlink
8387-MOJJT,Female,0,Yes,Yes,42,Yes,No,No,No,No,No,Yes,No,Month,Yes,Mastercard,77.95,3384,Yes,Starlink
0620-XEFWH,Male,0,Yes,Yes,4,Yes,No,other,other,other,other,other,other,Month,No,Venmo,18.85,84.2,No,Xfinity
6485-QXWWE,Female,0,No,Yes,62,Yes,Yes,other,other,other,other,other,other,Two year,No,Visa,26.0,1638.7,No,HughesNet
2761-OCIAX,Male,1,No,No,2,Yes,No,No,Yes,No,No,No,No,Month,Yes,PayPal,74.7,165.4,Yes,T-Mobile
7321-VGNKU,Female,0,Yes,No,2,Yes,No,No,No,No,No,No,No,Month,Yes,PayPal,70.35,120.25,No,Verizon
5327-CNLUQ,Male,0,Yes,No,48,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Visa,96.9,4473.45,No,AT&T
7552-KEYGT,Male,0,Yes,No,27,Yes,No,other,other,other,other,other,other,Two year,No,Visa,19.55,520.55,No,Starlink
5816-JMLGY,Female,0,Yes,Yes,70,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Visa,80.4,5717.85,No,Starlink
3068-OMWZA,Male,1,No,No,1,Yes,Yes,No,No,Yes,No,Yes,No,Month,Yes,PayPal,88.8,88.8,Yes,Verizon
2927-QRRQV,Male,0,Yes,No,46,Yes,Yes,No,Yes,Yes,No,Yes,No,One year,Yes,PayPal,94.65,4312.5,No,Starlink
6032-KRXXO,Male,0,No,No,30,Yes,No,No,No,No,No,Yes,Yes,Month,Yes,PayPal,90.25,2755.35,Yes,Xfinity
7459-RRWQZ,Female,0,No,No,15,Yes,Yes,Yes,No,No,No,No,Yes,Month,Yes,Visa,64.65,994.55,Yes,Xfinity
6265-SXWBU,Male,0,Yes,Yes,69,Yes,Yes,No,Yes,Yes,No,Yes,No,One year,No,Mastercard,95.75,6511.25,No,AT&T
7941-RCJOW,Male,0,No,No,65,Yes,No,other,other,other,other,other,other,Two year,Yes,Mastercard,19.55,1218.65,No,Xfinity
6374-NTQLP,Male,1,Yes,Yes,72,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mastercard,104.1,7447.7,No,T-Mobile
4154-AQUGT,Male,1,Yes,No,13,Yes,No,No,Yes,No,Yes,No,Yes,Month,Yes,Visa,89.05,1169.35,Yes,AT&T
2387-KDZQY,Male,0,No,No,17,Yes,No,other,other,other,other,other,other,One year,Yes,Venmo,20.1,279.5,No,Starlink
3584-WKTTW,Male,0,Yes,No,51,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,PayPal,111.55,5720.35,No,T-Mobile
3399-BMLVW,Male,0,Yes,Yes,51,Yes,No,Yes,Yes,No,Yes,No,No,Two year,No,Mastercard,60.5,3121.45,No,AT&T
1971-DTCZB,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Visa,90.95,6468.6,No,T-Mobile
3092-IGHWF,Male,0,Yes,Yes,67,Yes,Yes,No,Yes,Yes,No,No,No,One year,No,PayPal,87.4,5918.8,Yes,Verizon
3374-PZLXD,Male,0,No,No,34,Yes,No,other,other,other,other,other,other,Month,No,Venmo,19.7,675.6,No,AT&T
3813-DHBBB,Male,0,Yes,No,67,No,other,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Visa,50.95,3521.7,No,AT&T
2812-REYAT,Female,0,Yes,No,49,Yes,No,other,other,other,other,other,other,One year,Yes,Visa,20.05,923.1,No,HughesNet
6518-PPLMZ,Male,0,Yes,Yes,53,Yes,No,other,other,other,other,other,other,Two year,Yes,Venmo,19.4,1110.35,No,Verizon
4939-KYYPY,Male,0,No,No,27,Yes,Yes,No,No,Yes,Yes,No,No,Month,No,PayPal,59.45,1611.65,No,HughesNet
8017-LXHFA,Female,1,No,No,23,Yes,No,No,Yes,No,No,Yes,Yes,Month,Yes,PayPal,94.75,2293.6,Yes,Xfinity
5930-GBIWP,Male,0,No,No,69,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mastercard,81.5,5553.25,No,T-Mobile
6022-KOUQO,Female,0,Yes,Yes,2,No,other,No,No,No,Yes,No,No,Month,No,Visa,29.05,44.75,No,AT&T
6352-TWCAU,Female,0,No,No,35,Yes,Yes,No,No,No,No,Yes,No,Month,Yes,PayPal,86.45,3029.1,Yes,Xfinity
2361-UPSND,Female,0,Yes,No,46,Yes,No,Yes,Yes,No,Yes,No,Yes,One year,No,Venmo,70.6,3231.05,No,Verizon
6035-RIIOM,Female,0,No,No,54,Yes,Yes,No,Yes,No,No,Yes,Yes,Two year,Yes,Visa,97.2,5129.45,No,Starlink
2929-QNSRW,Female,0,Yes,No,56,Yes,Yes,No,Yes,No,No,Yes,Yes,One year,Yes,PayPal,98.25,5508.35,Yes,AT&T
1262-OPMFY,Female,0,Yes,No,9,Yes,No,No,No,Yes,No,No,No,Month,Yes,Visa,75.75,655.9,Yes,T-Mobile
9504-DSHWM,Male,0,No,No,20,Yes,Yes,Yes,No,No,Yes,No,No,Month,No,Visa,59.2,1191.2,No,Xfinity
5035-BVCXS,Male,0,No,No,11,Yes,No,No,Yes,No,No,No,No,Month,Yes,Venmo,75.9,866.4,No,AT&T
6267-DCFFZ,Female,1,Yes,No,30,Yes,Yes,No,Yes,No,No,Yes,No,Month,Yes,PayPal,90.05,2627.2,No,Xfinity
3533-UVMOM,Male,0,Yes,No,68,Yes,No,Yes,Yes,Yes,No,No,Yes,Two year,No,Visa,70.95,4741.45,No,Verizon
2439-LYPMQ,Male,1,Yes,No,38,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month,Yes,PayPal,102.6,4009.2,No,Starlink
4248-QPAVC,Female,1,Yes,No,17,Yes,Yes,Yes,No,Yes,No,No,No,Month,Yes,Visa,85.35,1463.45,Yes,T-Mobile
1899-VXWXM,Male,0,No,No,48,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mastercard,106.1,5082.8,Yes,T-Mobile
1478-VPOAD,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Month,No,PayPal,43.8,43.8,No,HughesNet
9995-HOTOH,Male,0,Yes,Yes,63,No,other,Yes,Yes,Yes,No,Yes,Yes,Two year,No,PayPal,59.0,3707.6,No,Verizon
2988-PLAHS,Female,0,No,No,3,Yes,No,No,No,Yes,No,Yes,Yes,One year,Yes,PayPal,69.95,220.45,No,HughesNet
1371-OJCEK,Female,0,No,No,48,Yes,Yes,other,other,other,other,other,other,One year,No,Visa,24.35,1133.7,No,T-Mobile
4999-IEZLT,Male,0,No,No,66,No,other,No,No,No,Yes,No,No,One year,No,Mastercard,29.45,1983.15,No,Verizon
8883-ANODQ,Female,0,Yes,Yes,68,Yes,Yes,No,Yes,Yes,No,No,No,Two year,Yes,Mastercard,84.4,5746.75,No,Verizon
4690-LLKUA,Male,1,No,No,17,Yes,No,No,No,No,No,No,No,Month,Yes,PayPal,45.05,770.6,Yes,HughesNet
2351-RRBUE,Female,0,Yes,Yes,7,Yes,No,other,other,other,other,other,other,One year,No,Venmo,20.65,134.05,No,Verizon
5980-BDHPY,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Visa,87.1,6230.1,No,Verizon
1498-DQNRX,Female,0,Yes,No,29,Yes,No,other,other,other,other,other,other,Month,No,Venmo,19.85,573.05,No,AT&T
9469-WEJBT,Male,0,Yes,No,37,Yes,No,No,No,Yes,Yes,No,Yes,Month,Yes,PayPal,90.35,3419.3,No,Verizon
3331-HQDTW,Female,0,No,No,34,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Month,Yes,Venmo,109.8,3587.25,Yes,Starlink
9490-DFPMD,Female,1,No,No,42,Yes,Yes,No,No,No,No,Yes,No,Month,Yes,PayPal,84.65,3541.35,Yes,Verizon
2581-VKIRT,Female,0,Yes,Yes,59,Yes,Yes,Yes,Yes,No,Yes,No,No,One year,No,Venmo,65.5,3801.3,No,Verizon
5442-XSDCW,Male,0,Yes,Yes,11,Yes,No,No,No,No,No,Yes,No,Month,Yes,Visa,79.5,868.5,Yes,Starlink
7426-WEIJX,Male,1,Yes,Yes,60,Yes,Yes,Yes,No,No,No,No,No,Month,Yes,PayPal,80.95,4859.1,No,HughesNet
2851-MMUTZ,Female,0,No,No,27,Yes,No,No,Yes,No,Yes,No,No,Month,Yes,Venmo,56.15,1439.35,No,HughesNet
3049-NDXFL,Female,0,No,No,1,Yes,Yes,No,No,No,No,No,Yes,Month,No,Venmo,85.8,85.8,Yes,Verizon
8580-AECUZ,Male,1,No,No,1,Yes,No,No,No,No,No,Yes,No,Month,Yes,PayPal,79.1,79.1,Yes,Starlink
3307-TLCUD,Male,0,Yes,No,17,No,other,Yes,No,Yes,No,No,No,Month,No,Venmo,34.4,592.75,No,Starlink
6625-FLENO,Male,0,Yes,No,58,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,20.75,1185.95,No,HughesNet
2967-MXRAV,Male,0,Yes,Yes,1,Yes,No,other,other,other,other,other,other,One year,No,Venmo,18.8,18.8,No,Verizon
7963-GQRMY,Female,0,Yes,Yes,3,Yes,No,No,No,No,No,No,No,Month,No,Venmo,44.3,134.5,Yes,Xfinity
8189-HBVRW,Female,0,No,No,53,Yes,Yes,Yes,Yes,Yes,No,No,No,Month,No,PayPal,90.8,4921.2,No,Starlink
4163-KIUHY,Male,0,No,No,35,Yes,Yes,other,other,other,other,other,other,Month,Yes,PayPal,25.6,901.25,No,Starlink
1228-FZFRV,Male,0,Yes,Yes,50,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month,No,Mastercard,105.95,5341.8,Yes,T-Mobile
3500-NSDOA,Male,0,Yes,Yes,68,Yes,Yes,No,Yes,No,Yes,No,Yes,Two year,No,Mastercard,70.8,4859.95,No,Starlink
1171-TYKUR,Male,0,Yes,No,47,Yes,Yes,other,other,other,other,other,other,Month,No,PayPal,25.4,1139.2,No,AT&T
3761-FLYZI,Female,1,Yes,No,65,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month,Yes,Visa,108.8,7082.45,No,T-Mobile
2058-DCJBE,Male,0,No,No,5,Yes,No,No,No,No,No,No,No,Month,Yes,PayPal,69.75,324.6,Yes,HughesNet
5364-XYIRR,Male,0,Yes,No,51,Yes,Yes,No,No,No,No,Yes,Yes,Month,Yes,PayPal,94.65,4812.75,Yes,Starlink
4829-AUOAX,Female,0,No,No,46,Yes,Yes,No,No,No,No,Yes,Yes,Month,No,Visa,96.05,4399.5,Yes,Xfinity
1219-NNDDO,Female,0,No,No,9,Yes,Yes,No,No,No,No,No,No,Month,Yes,PayPal,76.85,663.55,No,Starlink
8388-DMKAE,Female,0,No,No,8,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,20.25,174.65,No,T-Mobile
4403-BWPAY,Male,0,No,No,14,Yes,Yes,other,other,other,other,other,other,One year,Yes,Mastercard,24.8,321.7,No,HughesNet
9659-QEQSY,Female,0,No,No,45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month,Yes,PayPal,115.65,5125.5,No,Starlink
5405-ZMYXQ,Female,0,No,No,8,Yes,Yes,No,No,No,No,No,No,Month,Yes,Mastercard,74.6,548.9,No,HughesNet
5047-LHVLY,Male,1,No,Yes,1,Yes,No,No,No,Yes,No,No,No,Month,Yes,Venmo,50.15,50.15,Yes,HughesNet
1442-OKRJE,Male,0,Yes,Yes,66,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Visa,103.15,7031.3,No,AT&T
4737-AQCPU,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,No,Mastercard,72.1,5016.65,No,HughesNet
9158-VCTQB,Female,0,Yes,No,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month,Yes,Visa,113.6,4594.95,Yes,Starlink
2808-CHTDM,Female,0,Yes,Yes,23,Yes,Yes,other,other,other,other,other,other,Two year,No,Venmo,25.1,611.45,No,Verizon
6311-UEUME,Female,0,No,No,29,Yes,No,No,No,No,No,Yes,No,Month,Yes,PayPal,78.9,2384.15,Yes,Starlink
0793-TWELN,Female,0,No,No,4,Yes,Yes,Yes,No,No,No,No,No,Month,Yes,PayPal,80.15,319.85,No,Verizon
3283-WCWXT,Male,0,Yes,Yes,6,Yes,Yes,other,other,other,other,other,other,Two year,No,Venmo,25.4,153.3,No,Xfinity
1060-ENTOF,Female,1,Yes,No,67,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mastercard,105.4,7035.6,No,Starlink
0999-QXNSA,Male,1,No,Yes,7,Yes,No,No,No,No,No,No,No,Month,Yes,Venmo,45.75,344.2,No,T-Mobile
5451-MHQOF,Male,0,Yes,Yes,56,Yes,Yes,other,other,other,other,other,other,One year,Yes,Venmo,24.45,1431.65,No,T-Mobile
4836-WNFNO,Female,0,Yes,No,72,Yes,Yes,other,other,other,other,other,other,Two year,No,Mastercard,25.0,1849.2,No,Starlink
9225-BZLNZ,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,PayPal,85.25,6083.1,No,Xfinity
0354-VXMJC,Male,0,Yes,Yes,23,Yes,No,other,other,other,other,other,other,Two year,No,Mastercard,19.6,426.65,No,Verizon
4422-QVIJA,Female,0,No,Yes,35,Yes,Yes,No,No,No,No,No,No,Month,No,Venmo,50.15,1655.35,No,Xfinity
9365-SRSZE,Male,1,Yes,No,27,Yes,No,No,No,No,No,No,No,Month,Yes,PayPal,70.55,1943.9,No,Starlink
6839-ITVZJ,Female,0,Yes,Yes,26,Yes,Yes,No,Yes,No,Yes,No,No,Month,Yes,PayPal,60.05,1616.15,Yes,Xfinity
8332-OSJDW,Male,0,Yes,Yes,12,Yes,Yes,other,other,other,other,other,other,One year,No,Venmo,26.4,314.95,No,Verizon
4735-BJKOU,Female,0,No,No,40,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,20.15,804.85,No,T-Mobile
0274-JKUJR,Male,0,Yes,Yes,7,No,other,Yes,Yes,Yes,No,Yes,Yes,Month,No,Venmo,58.85,465.7,No,AT&T
5740-YHGTW,Male,0,Yes,Yes,70,Yes,Yes,Yes,Yes,No,No,Yes,No,Month,Yes,Mastercard,97.55,6669.05,No,Starlink
8917-SZTTJ,Male,0,Yes,Yes,60,Yes,No,other,other,other,other,other,other,Two year,No,Mastercard,19.65,1161.75,No,HughesNet
1696-MZVAU,Male,0,Yes,Yes,39,No,other,No,No,No,No,No,No,One year,Yes,Mastercard,25.25,947.75,No,HughesNet
7359-WWYJV,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mastercard,114.45,8375.05,No,Verizon
0375-HVGXO,Female,0,No,No,1,No,other,No,No,No,No,Yes,No,Month,Yes,PayPal,34.7,34.7,Yes,Xfinity
4906-ZHGPK,Male,0,Yes,Yes,54,Yes,Yes,No,Yes,No,Yes,Yes,No,One year,Yes,PayPal,70.7,3770,No,Xfinity
8593-WHYHV,Male,0,No,No,3,Yes,Yes,No,No,No,No,No,Yes,Month,Yes,PayPal,85.3,264.8,Yes,Xfinity
3795-GWTRD,Female,0,Yes,Yes,63,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mastercard,75.55,4707.85,No,Xfinity
1298-PHBTI,Male,0,Yes,Yes,71,Yes,Yes,No,Yes,No,Yes,No,No,Two year,Yes,PayPal,84.8,6152.4,No,T-Mobile
6223-DHJGV,Female,0,No,No,42,Yes,No,other,other,other,other,other,other,One year,Yes,Venmo,20.65,958.1,No,Starlink
6961-MJKBO,Male,0,No,No,47,Yes,No,other,other,other,other,other,other,Two year,No,Visa,20.45,943,No,Starlink
6097-EQISJ,Female,0,Yes,Yes,66,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mastercard,102.45,6615.15,Yes,Verizon
4423-YLHDV,Female,0,Yes,No,21,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month,Yes,Visa,104.4,2200.25,Yes,T-Mobile
8158-WPEZG,Male,0,No,No,11,No,other,No,Yes,No,Yes,No,No,Month,Yes,PayPal,35.65,425.1,No,Xfinity
0107-YHINA,Male,0,No,Yes,1,Yes,Yes,No,No,Yes,No,Yes,Yes,Month,Yes,PayPal,99.75,99.75,Yes,T-Mobile
4918-FYJNT,Female,1,Yes,No,55,Yes,Yes,No,Yes,Yes,Yes,No,No,Month,No,PayPal,90.45,5044.8,No,Verizon
0727-BNRLG,Male,0,No,No,69,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mastercard,97.65,6743.55,No,T-Mobile
4854-CIDCF,Female,1,No,No,3,Yes,No,No,No,Yes,No,No,No,Month,No,PayPal,73.85,196.4,No,Verizon
8640-SDGKB,Male,0,No,No,4,Yes,No,No,No,Yes,Yes,Yes,Yes,Month,Yes,PayPal,74.4,299.7,Yes,T-Mobile
3280-MRDOF,Male,1,No,No,30,Yes,Yes,No,No,Yes,Yes,Yes,No,Two year,Yes,Mastercard,69.1,2093.9,No,Starlink
6435-SRWBJ,Female,0,No,No,5,Yes,Yes,No,No,Yes,Yes,No,No,Month,Yes,PayPal,82.75,417.75,No,AT&T
9964-WBQDJ,Female,0,Yes,No,71,Yes,Yes,other,other,other,other,other,other,Two year,Yes,Mastercard,24.4,1725.4,No,Verizon
6303-KFWSL,Female,0,No,No,29,Yes,Yes,No,Yes,No,No,No,No,One year,Yes,PayPal,55.25,1620.2,No,Verizon
1702-CCFNJ,Male,0,Yes,No,52,Yes,Yes,No,Yes,No,Yes,No,No,Month,No,Visa,61.35,3169.55,No,T-Mobile
8932-CZHRQ,Male,0,No,No,68,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One year,No,Mastercard,76.75,5233.25,No,Starlink
0386-CWRGM,Female,0,Yes,Yes,46,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,19.4,967.85,No,T-Mobile
5515-RUGKN,Male,0,No,No,8,Yes,No,No,No,No,No,No,Yes,Month,Yes,Mastercard,54.75,438.05,No,HughesNet
